datetime,hour_of_year,day,hour_of_day,day_hour,kw_factor,grain_factor,kw
1/19/18 1:00,433,4fri,1,4fri_01,0,0,0.426334426
1/19/18 2:00,434,4fri,2,4fri_02,17.11352,17.11352,0.426334426
1/19/18 3:00,435,4fri,3,4fri_03,4.43964,4.43964,0.426334426
1/19/18 4:00,436,4fri,4,4fri_04,33.89188,33.89188,0.426334426
1/19/18 5:00,437,4fri,5,4fri_05,0,0,0.426334426
1/19/18 6:00,438,4fri,6,4fri_06,0,0,0
1/19/18 7:00,439,4fri,7,4fri_07,27.36756,27.36756,0
1/19/18 8:00,440,4fri,8,4fri_08,25.14234,25.14234,0
1/19/18 9:00,441,4fri,9,4fri_09,0,0,0
1/19/18 10:00,442,4fri,10,4fri_10,0,0,0
1/19/18 11:00,443,4fri,11,4fri_11,76.4739,76.4739,0
1/19/18 12:00,444,4fri,12,4fri_12,224.38374,224.38374,0
1/19/18 13:00,445,4fri,13,4fri_13,97.07388,97.07388,0
1/19/18 14:00,446,4fri,14,4fri_14,0,0,0
1/19/18 15:00,447,4fri,15,4fri_15,0,0,0
1/19/18 16:00,448,4fri,16,4fri_16,0,0,0
1/19/18 17:00,449,4fri,17,4fri_17,0.0036,0.0036,0
1/19/18 18:00,450,4fri,18,4fri_18,0,0,0
1/19/18 19:00,451,4fri,19,4fri_19,0,0,0
1/19/18 20:00,452,4fri,20,4fri_20,0,0,0
1/19/18 21:00,453,4fri,21,4fri_21,0,0,0
1/19/18 22:00,454,4fri,22,4fri_22,0,0,0
1/19/18 23:00,455,4fri,23,4fri_23,0,0,0
1/20/18 0:00,456,5sat,0,5sat_00,0,0,0
1/20/18 1:00,457,5sat,1,5sat_01,0,0,0.426334426
1/20/18 2:00,458,5sat,2,5sat_02,0,0,0.426334426
1/20/18 3:00,459,5sat,3,5sat_03,0,0,0.426334426
1/20/18 4:00,460,5sat,4,5sat_04,0,0,0.426334426
1/20/18 5:00,461,5sat,5,5sat_05,71.74774,71.74774,0.426334426
1/20/18 6:00,462,5sat,6,5sat_06,0,0,0
1/20/18 7:00,463,5sat,7,5sat_07,1.17656,1.17656,0
1/20/18 8:00,464,5sat,8,5sat_08,0.72792,0.72792,0
1/20/18 9:00,465,5sat,9,5sat_09,0,0,0
1/20/18 10:00,466,5sat,10,5sat_10,0,0,0
1/20/18 11:00,467,5sat,11,5sat_11,129.75494,129.75494,0
1/20/18 12:00,468,5sat,12,5sat_12,0,0,0
1/20/18 13:00,469,5sat,13,5sat_13,0.0036,0.0036,0
1/20/18 14:00,470,5sat,14,5sat_14,0,0,0
1/20/18 15:00,471,5sat,15,5sat_15,0,0,0
1/20/18 16:00,472,5sat,16,5sat_16,0,0,0
1/20/18 17:00,473,5sat,17,5sat_17,0,0,0
1/20/18 18:00,474,5sat,18,5sat_18,0,0,0
1/20/18 19:00,475,5sat,19,5sat_19,0,0,0
1/20/18 20:00,476,5sat,20,5sat_20,0,0,0
1/20/18 21:00,477,5sat,21,5sat_21,0,0,0
1/20/18 22:00,478,5sat,22,5sat_22,0,0,0
1/20/18 23:00,479,5sat,23,5sat_23,0,0,0
1/21/18 0:00,480,6sun,0,6sun_00,0,0,0
1/21/18 1:00,481,6sun,1,6sun_01,0,0,0.426334426
1/21/18 2:00,482,6sun,2,6sun_02,0.0018,0.0018,0.426334426
1/21/18 3:00,483,6sun,3,6sun_03,28.03966,28.03966,0.426334426
1/21/18 4:00,484,6sun,4,6sun_04,0,0,0.426334426
1/21/18 5:00,485,6sun,5,6sun_05,0,0,0.426334426
1/21/18 6:00,486,6sun,6,6sun_06,73.6072,73.6072,0
1/21/18 7:00,487,6sun,7,6sun_07,0.24864,0.24864,0
1/21/18 8:00,488,6sun,8,6sun_08,0.01802,0.01802,0
1/21/18 9:00,489,6sun,9,6sun_09,0,0,0
1/21/18 10:00,490,6sun,10,6sun_10,2.02162,2.02162,0
1/21/18 11:00,491,6sun,11,6sun_11,0.0072,0.0072,0
1/21/18 12:00,492,6sun,12,6sun_12,56.73694,56.73694,0
1/21/18 13:00,493,6sun,13,6sun_13,145.88652,145.88652,0
1/21/18 14:00,494,6sun,14,6sun_14,12.21442,12.21442,0
1/21/18 15:00,495,6sun,15,6sun_15,0,0,0
1/21/18 16:00,496,6sun,16,6sun_16,0,0,0
1/21/18 17:00,497,6sun,17,6sun_17,0,0,0
1/21/18 18:00,498,6sun,18,6sun_18,0,0,0
1/21/18 19:00,499,6sun,19,6sun_19,0,0,0
1/21/18 20:00,500,6sun,20,6sun_20,0,0,0
1/21/18 21:00,501,6sun,21,6sun_21,0,0,0
1/21/18 22:00,502,6sun,22,6sun_22,0,0,0
1/21/18 23:00,503,6sun,23,6sun_23,0,0,0
1/22/18 0:00,504,0mon,0,0mon_00,0,0,0
1/22/18 1:00,505,0mon,1,0mon_01,0,0,0.426334426
1/22/18 2:00,506,0mon,2,0mon_02,0,0,0.426334426
1/22/18 3:00,507,0mon,3,0mon_03,0,0,0.426334426
1/22/18 4:00,508,0mon,4,0mon_04,0.0036,0.0036,0.426334426
1/22/18 5:00,509,0mon,5,0mon_05,36.26664,36.26664,0.426334426
1/22/18 6:00,510,0mon,6,0mon_06,96.6288,96.6288,0
1/22/18 7:00,511,0mon,7,0mon_07,9.3153,9.3153,0
1/22/18 8:00,512,0mon,8,0mon_08,0,0,0
1/22/18 9:00,513,0mon,9,0mon_09,0.01442,0.01442,0
1/22/18 10:00,514,0mon,10,0mon_10,0,0,0
1/22/18 11:00,515,0mon,11,0mon_11,0,0,0
1/22/18 12:00,516,0mon,12,0mon_12,263.009,263.009,0
1/22/18 13:00,517,0mon,13,0mon_13,88.39282,88.39282,0
1/22/18 14:00,518,0mon,14,0mon_14,0,0,0
1/22/18 15:00,519,0mon,15,0mon_15,0,0,0
1/22/18 16:00,520,0mon,16,0mon_16,0,0,0
1/22/18 17:00,521,0mon,17,0mon_17,0,0,0
1/22/18 18:00,522,0mon,18,0mon_18,0,0,0
1/22/18 19:00,523,0mon,19,0mon_19,0,0,0
1/22/18 20:00,524,0mon,20,0mon_20,0,0,0
1/22/18 21:00,525,0mon,21,0mon_21,0,0,0
1/22/18 22:00,526,0mon,22,0mon_22,0,0,0
1/22/18 23:00,527,0mon,23,0mon_23,0,0,0
1/23/18 0:00,528,1tue,0,1tue_00,0,0,0
1/23/18 1:00,529,1tue,1,1tue_01,0,0,0.426334426
1/23/18 2:00,530,1tue,2,1tue_02,0,0,0.426334426
1/23/18 3:00,531,1tue,3,1tue_03,0,0,0.426334426
1/23/18 4:00,532,1tue,4,1tue_04,2.34234,2.34234,0.426334426
1/23/18 5:00,533,1tue,5,1tue_05,0.009,0.009,0.426334426
1/23/18 6:00,534,1tue,6,1tue_06,0,0,0
1/23/18 7:00,535,1tue,7,1tue_07,0,0,0
1/23/18 8:00,536,1tue,8,1tue_08,0,0,0
1/23/18 9:00,537,1tue,9,1tue_09,0,0,0
1/23/18 10:00,538,1tue,10,1tue_10,0,0,0
1/23/18 11:00,539,1tue,11,1tue_11,37.42342,37.42342,0
1/23/18 12:00,540,1tue,12,1tue_12,0.38558,0.38558,0
1/23/18 13:00,541,1tue,13,1tue_13,120.57474,120.57474,0
1/23/18 14:00,542,1tue,14,1tue_14,0,0,0
1/23/18 15:00,543,1tue,15,1tue_15,0,0,0
1/23/18 16:00,544,1tue,16,1tue_16,0,0,0
1/23/18 17:00,545,1tue,17,1tue_17,0,0,0
1/23/18 18:00,546,1tue,18,1tue_18,0,0,0
1/23/18 19:00,547,1tue,19,1tue_19,0,0,0
1/23/18 20:00,548,1tue,20,1tue_20,0,0,0
1/23/18 21:00,549,1tue,21,1tue_21,0,0,0
1/23/18 22:00,550,1tue,22,1tue_22,0,0,0
1/23/18 23:00,551,1tue,23,1tue_23,0,0,0.852668852
1/24/18 0:00,552,2wed,0,2wed_00,0,0,0.852668852
1/24/18 1:00,553,2wed,1,2wed_01,0,0,0.852668852
1/24/18 2:00,554,2wed,2,2wed_02,0,0,0.852668852
1/24/18 3:00,555,2wed,3,2wed_03,0.88468,0.88468,0.852668852
1/24/18 4:00,556,2wed,4,2wed_04,0,0,0
1/24/18 5:00,557,2wed,5,2wed_05,0,0,0
1/24/18 6:00,558,2wed,6,2wed_06,27.32974,27.32974,0
1/24/18 7:00,559,2wed,7,2wed_07,0,0,0
1/24/18 8:00,560,2wed,8,2wed_08,0,0,0
1/24/18 9:00,561,2wed,9,2wed_09,0,0,0
1/24/18 10:00,562,2wed,10,2wed_10,0,0,0
1/24/18 11:00,563,2wed,11,2wed_11,0,0,0
1/24/18 12:00,564,2wed,12,2wed_12,0.98018,0.98018,0
1/24/18 13:00,565,2wed,13,2wed_13,58.55496,58.55496,0
1/24/18 14:00,566,2wed,14,2wed_14,0,0,0
1/24/18 15:00,567,2wed,15,2wed_15,0,0,0
1/24/18 16:00,568,2wed,16,2wed_16,0,0,0
1/24/18 17:00,569,2wed,17,2wed_17,0,0,0
1/24/18 18:00,570,2wed,18,2wed_18,0,0,0
1/24/18 19:00,571,2wed,19,2wed_19,0,0,0
1/24/18 20:00,572,2wed,20,2wed_20,0,0,0
1/24/18 21:00,573,2wed,21,2wed_21,0,0,0
1/24/18 22:00,574,2wed,22,2wed_22,0,0,0
1/24/18 23:00,575,2wed,23,2wed_23,0,0,0
1/25/18 0:00,576,3thu,0,3thu_00,0,0,0
1/25/18 1:00,577,3thu,1,3thu_01,0,0,0
1/25/18 2:00,578,3thu,2,3thu_02,3.53514,3.53514,0
1/25/18 3:00,579,3thu,3,3thu_03,0,0,0
1/25/18 4:00,580,3thu,4,3thu_04,0,0,0
1/25/18 5:00,581,3thu,5,3thu_05,0,0,0
1/25/18 6:00,582,3thu,6,3thu_06,0,0,0
1/25/18 7:00,583,3thu,7,3thu_07,0,0,0
1/25/18 8:00,584,3thu,8,3thu_08,0,0,0
1/25/18 9:00,585,3thu,9,3thu_09,0,0,0
1/25/18 10:00,586,3thu,10,3thu_10,34.88648,34.88648,0
1/25/18 11:00,587,3thu,11,3thu_11,59.7892,59.7892,0
1/25/18 12:00,588,3thu,12,3thu_12,213.69372,213.69372,0
1/25/18 13:00,589,3thu,13,3thu_13,97.92252,97.92252,0
1/25/18 14:00,590,3thu,14,3thu_14,0,0,0
1/25/18 15:00,591,3thu,15,3thu_15,0,0,0
1/25/18 16:00,592,3thu,16,3thu_16,0,0,0
1/25/18 17:00,593,3thu,17,3thu_17,0,0,0
1/25/18 18:00,594,3thu,18,3thu_18,0,0,0
1/25/18 19:00,595,3thu,19,3thu_19,0,0,0
1/25/18 20:00,596,3thu,20,3thu_20,0,0,0
1/25/18 21:00,597,3thu,21,3thu_21,0,0,0
1/25/18 22:00,598,3thu,22,3thu_22,0,0,0
1/25/18 23:00,599,3thu,23,3thu_23,0,0,0
1/26/18 0:00,600,4fri,0,4fri_00,0,0,0
1/26/18 1:00,601,4fri,1,4fri_01,0,0,0.426334426
1/26/18 2:00,602,4fri,2,4fri_02,17.11352,17.11352,0.426334426
1/26/18 3:00,603,4fri,3,4fri_03,72.65764,72.65764,0.426334426
1/26/18 4:00,604,4fri,4,4fri_04,33.89188,33.89188,0.426334426
1/26/18 5:00,605,4fri,5,4fri_05,8.01982,8.01982,0.426334426
1/26/18 6:00,606,4fri,6,4fri_06,16.83966,16.83966,0
1/26/18 7:00,607,4fri,7,4fri_07,0,0,0
1/26/18 8:00,608,4fri,8,4fri_08,0,0,0
1/26/18 9:00,609,4fri,9,4fri_09,0,0,0
1/26/18 10:00,610,4fri,10,4fri_10,0,0,0
1/26/18 11:00,611,4fri,11,4fri_11,0,0,0
1/26/18 12:00,612,4fri,12,4fri_12,0,0,0
1/26/18 13:00,613,4fri,13,4fri_13,54.95316,54.95316,0
1/26/18 14:00,614,4fri,14,4fri_14,0,0,0
1/26/18 15:00,615,4fri,15,4fri_15,0,0,0
1/26/18 16:00,616,4fri,16,4fri_16,0,0,0
1/26/18 17:00,617,4fri,17,4fri_17,0.0036,0.0036,0
1/26/18 18:00,618,4fri,18,4fri_18,0,0,0
1/26/18 19:00,619,4fri,19,4fri_19,0,0,0
1/26/18 20:00,620,4fri,20,4fri_20,0,0,0
1/26/18 21:00,621,4fri,21,4fri_21,0,0,0
1/26/18 22:00,622,4fri,22,4fri_22,0,0,0
1/26/18 23:00,623,4fri,23,4fri_23,0,0,0
1/27/18 0:00,624,5sat,0,5sat_00,0,0,0
1/27/18 1:00,625,5sat,1,5sat_01,0,0,0.426334426
1/27/18 2:00,626,5sat,2,5sat_02,0,0,0.426334426
1/27/18 3:00,627,5sat,3,5sat_03,0,0,0.426334426
1/27/18 4:00,628,5sat,4,5sat_04,14.63782,14.63782,0.426334426
1/27/18 5:00,629,5sat,5,5sat_05,0,0,0.426334426
1/27/18 6:00,630,5sat,6,5sat_06,0,0,0
1/27/18 7:00,631,5sat,7,5sat_07,0.16396,0.16396,0
1/27/18 8:00,632,5sat,8,5sat_08,0.72792,0.72792,0
1/27/18 9:00,633,5sat,9,5sat_09,0,0,0
1/27/18 10:00,634,5sat,10,5sat_10,0,0,0
1/27/18 11:00,635,5sat,11,5sat_11,0,0,0
1/27/18 12:00,636,5sat,12,5sat_12,0,0,0
1/27/18 13:00,637,5sat,13,5sat_13,0,0,0
1/27/18 14:00,638,5sat,14,5sat_14,0,0,0
1/27/18 15:00,639,5sat,15,5sat_15,0,0,0
1/27/18 16:00,640,5sat,16,5sat_16,0,0,0
1/27/18 17:00,641,5sat,17,5sat_17,0,0,0
1/27/18 18:00,642,5sat,18,5sat_18,0,0,0
1/27/18 19:00,643,5sat,19,5sat_19,0,0,0
1/27/18 20:00,644,5sat,20,5sat_20,0,0,0
1/27/18 21:00,645,5sat,21,5sat_21,0,0,0
1/27/18 22:00,646,5sat,22,5sat_22,0,0,0
1/27/18 23:00,647,5sat,23,5sat_23,0,0,0
1/28/18 0:00,648,6sun,0,6sun_00,0,0,0
1/28/18 1:00,649,6sun,1,6sun_01,27.78378,27.78378,0.426334426
1/28/18 2:00,650,6sun,2,6sun_02,0.0018,0.0018,0.426334426
1/28/18 3:00,651,6sun,3,6sun_03,0,0,0.426334426
1/28/18 4:00,652,6sun,4,6sun_04,0,0,0.426334426
1/28/18 5:00,653,6sun,5,6sun_05,0,0,0.426334426
1/28/18 6:00,654,6sun,6,6sun_06,0,0,0
1/28/18 7:00,655,6sun,7,6sun_07,0.24864,0.24864,0
1/28/18 8:00,656,6sun,8,6sun_08,12.8973,12.8973,0
1/28/18 9:00,657,6sun,9,6sun_09,27.35316,27.35316,0
1/28/18 10:00,658,6sun,10,6sun_10,2.02162,2.02162,0
1/28/18 11:00,659,6sun,11,6sun_11,0.0072,0.0072,0
1/28/18 12:00,660,6sun,12,6sun_12,56.73694,56.73694,0
1/28/18 13:00,661,6sun,13,6sun_13,145.88652,145.88652,0
1/28/18 14:00,662,6sun,14,6sun_14,12.21442,12.21442,0
1/28/18 15:00,663,6sun,15,6sun_15,0,0,0
1/28/18 16:00,664,6sun,16,6sun_16,0,0,0
1/28/18 17:00,665,6sun,17,6sun_17,0,0,0
1/28/18 18:00,666,6sun,18,6sun_18,0,0,0
1/28/18 19:00,667,6sun,19,6sun_19,0,0,0
1/28/18 20:00,668,6sun,20,6sun_20,0,0,0
1/28/18 21:00,669,6sun,21,6sun_21,0,0,0
1/28/18 22:00,670,6sun,22,6sun_22,0,0,0
1/28/18 23:00,671,6sun,23,6sun_23,0,0,0
1/29/18 0:00,672,0mon,0,0mon_00,0,0,0
1/29/18 1:00,673,0mon,1,0mon_01,0.0054,0.0054,0.426334426
1/29/18 2:00,674,0mon,2,0mon_02,0,0,0.426334426
1/29/18 3:00,675,0mon,3,0mon_03,0,0,0.426334426
1/29/18 4:00,676,0mon,4,0mon_04,0.0036,0.0036,0.426334426
1/29/18 5:00,677,0mon,5,0mon_05,13.4036,13.4036,0.426334426
1/29/18 6:00,678,0mon,6,0mon_06,5.22882,5.22882,0
1/29/18 7:00,679,0mon,7,0mon_07,0,0,0
1/29/18 8:00,680,0mon,8,0mon_08,0,0,0
1/29/18 9:00,681,0mon,9,0mon_09,0.01442,0.01442,0
1/29/18 10:00,682,0mon,10,0mon_10,58.71172,58.71172,0
1/29/18 11:00,683,0mon,11,0mon_11,0,0,0
1/29/18 12:00,684,0mon,12,0mon_12,136.70808,136.70808,0
1/29/18 13:00,685,0mon,13,0mon_13,30.25044,30.25044,0
1/29/18 14:00,686,0mon,14,0mon_14,0,0,0
1/29/18 15:00,687,0mon,15,0mon_15,0,0,0
1/29/18 16:00,688,0mon,16,0mon_16,0,0,0
1/29/18 17:00,689,0mon,17,0mon_17,0,0,0
1/29/18 18:00,690,0mon,18,0mon_18,0,0,0
1/29/18 19:00,691,0mon,19,0mon_19,0,0,0
1/29/18 20:00,692,0mon,20,0mon_20,0,0,0
1/29/18 21:00,693,0mon,21,0mon_21,0,0,0
1/29/18 22:00,694,0mon,22,0mon_22,0,0,0
1/29/18 23:00,695,0mon,23,0mon_23,0,0,0
1/30/18 0:00,696,1tue,0,1tue_00,0,0,0
1/30/18 1:00,697,1tue,1,1tue_01,0,0,0.426334426
1/30/18 2:00,698,1tue,2,1tue_02,0,0,0.426334426
1/30/18 3:00,699,1tue,3,1tue_03,0,0,0.426334426
1/30/18 4:00,700,1tue,4,1tue_04,2.34234,2.34234,0.426334426
1/30/18 5:00,701,1tue,5,1tue_05,0.009,0.009,0.426334426
1/30/18 6:00,702,1tue,6,1tue_06,85.66304,85.66304,0
1/30/18 7:00,703,1tue,7,1tue_07,26.87568,26.87568,0
1/30/18 8:00,704,1tue,8,1tue_08,0,0,0
1/30/18 9:00,705,1tue,9,1tue_09,0,0,0
1/30/18 10:00,706,1tue,10,1tue_10,0,0,0
1/30/18 11:00,707,1tue,11,1tue_11,15.28288,15.28288,0
1/30/18 12:00,708,1tue,12,1tue_12,144.56036,144.56036,0
1/30/18 13:00,709,1tue,13,1tue_13,120.57474,120.57474,0
1/30/18 14:00,710,1tue,14,1tue_14,0,0,0
1/30/18 15:00,711,1tue,15,1tue_15,0,0,0
1/30/18 16:00,712,1tue,16,1tue_16,0,0,0
1/30/18 17:00,713,1tue,17,1tue_17,0,0,0
1/30/18 18:00,714,1tue,18,1tue_18,0,0,0
1/30/18 19:00,715,1tue,19,1tue_19,0,0,0
1/30/18 20:00,716,1tue,20,1tue_20,0,0,0
1/30/18 21:00,717,1tue,21,1tue_21,0,0,0
1/30/18 22:00,718,1tue,22,1tue_22,0,0,0
1/30/18 23:00,719,1tue,23,1tue_23,0,0,1.065836066
1/31/18 0:00,720,2wed,0,2wed_00,0,0,1.065836066
1/31/18 1:00,721,2wed,1,2wed_01,0,0,1.065836066
1/31/18 2:00,722,2wed,2,2wed_02,11.56396,11.56396,1.065836066
1/31/18 3:00,723,2wed,3,2wed_03,0.88468,0.88468,1.065836066
1/31/18 4:00,724,2wed,4,2wed_04,0,0,0
1/31/18 5:00,725,2wed,5,2wed_05,0,0,0
1/31/18 6:00,726,2wed,6,2wed_06,27.32974,27.32974,0
1/31/18 7:00,727,2wed,7,2wed_07,0,0,0
1/31/18 8:00,728,2wed,8,2wed_08,0,0,0
1/31/18 9:00,729,2wed,9,2wed_09,0,0,0
1/31/18 10:00,730,2wed,10,2wed_10,0,0,0
1/31/18 11:00,731,2wed,11,2wed_11,0,0,0
1/31/18 12:00,732,2wed,12,2wed_12,254.02164,254.02164,0
1/31/18 13:00,733,2wed,13,2wed_13,0,0,0
1/31/18 14:00,734,2wed,14,2wed_14,0,0,0
1/31/18 15:00,735,2wed,15,2wed_15,0,0,0
1/31/18 16:00,736,2wed,16,2wed_16,0,0,0
1/31/18 17:00,737,2wed,17,2wed_17,0,0,0
1/31/18 18:00,738,2wed,18,2wed_18,0,0,0
1/31/18 19:00,739,2wed,19,2wed_19,0,0,0
1/31/18 20:00,740,2wed,20,2wed_20,0,0,0
1/31/18 21:00,741,2wed,21,2wed_21,0,0,0
1/31/18 22:00,742,2wed,22,2wed_22,0,0,0
1/31/18 23:00,743,2wed,23,2wed_23,0,0,0
2/1/18 0:00,744,3thu,0,3thu_00,0,0,0
2/1/18 1:00,745,3thu,1,3thu_01,0,0,0
2/1/18 2:00,746,3thu,2,3thu_02,3.53514,3.53514,0
2/1/18 3:00,747,3thu,3,3thu_03,0,0,0
2/1/18 4:00,748,3thu,4,3thu_04,0,0,0
2/1/18 5:00,749,3thu,5,3thu_05,2.04502,2.04502,0
2/1/18 6:00,750,3thu,6,3thu_06,0,0,0
2/1/18 7:00,751,3thu,7,3thu_07,0,0,0
2/1/18 8:00,752,3thu,8,3thu_08,0,0,0
2/1/18 9:00,753,3thu,9,3thu_09,33.2126,33.2126,0
2/1/18 10:00,754,3thu,10,3thu_10,21.62884,21.62884,0
2/1/18 11:00,755,3thu,11,3thu_11,0,0,0
2/1/18 12:00,756,3thu,12,3thu_12,0,0,0
2/1/18 13:00,757,3thu,13,3thu_13,97.92252,97.92252,0
2/1/18 14:00,758,3thu,14,3thu_14,0,0,0
2/1/18 15:00,759,3thu,15,3thu_15,0,0,0
2/1/18 16:00,760,3thu,16,3thu_16,0,0,0
2/1/18 17:00,761,3thu,17,3thu_17,0,0,0
2/1/18 18:00,762,3thu,18,3thu_18,0,0,0
2/1/18 19:00,763,3thu,19,3thu_19,0,0,0
2/1/18 20:00,764,3thu,20,3thu_20,0,0,0
2/1/18 21:00,765,3thu,21,3thu_21,0,0,0
2/1/18 22:00,766,3thu,22,3thu_22,0,0,0
2/1/18 23:00,767,3thu,23,3thu_23,0,0,0
2/2/18 0:00,768,4fri,0,4fri_00,0,0,0
2/2/18 1:00,769,4fri,1,4fri_01,0,0,0.532918033
2/2/18 2:00,770,4fri,2,4fri_02,0,0,0.532918033
2/2/18 3:00,771,4fri,3,4fri_03,72.65764,72.65764,0.532918033
2/2/18 4:00,772,4fri,4,4fri_04,33.89188,33.89188,0.532918033
2/2/18 5:00,773,4fri,5,4fri_05,0,0,0.532918033
2/2/18 6:00,774,4fri,6,4fri_06,16.83966,16.83966,0
2/2/18 7:00,775,4fri,7,4fri_07,0,0,0
2/2/18 8:00,776,4fri,8,4fri_08,0,0,0
2/2/18 9:00,777,4fri,9,4fri_09,0,0,0
2/2/18 10:00,778,4fri,10,4fri_10,0,0,0
2/2/18 11:00,779,4fri,11,4fri_11,76.4739,76.4739,0
2/2/18 12:00,780,4fri,12,4fri_12,1.1694,1.1694,0
2/2/18 13:00,781,4fri,13,4fri_13,97.07388,97.07388,0
2/2/18 14:00,782,4fri,14,4fri_14,0,0,0
2/2/18 15:00,783,4fri,15,4fri_15,0,0,0
2/2/18 16:00,784,4fri,16,4fri_16,0,0,0
2/2/18 17:00,785,4fri,17,4fri_17,0,0,0
2/2/18 18:00,786,4fri,18,4fri_18,0,0,0
2/2/18 19:00,787,4fri,19,4fri_19,0,0,0
2/2/18 20:00,788,4fri,20,4fri_20,0,0,0
2/2/18 21:00,789,4fri,21,4fri_21,0,0,0
2/2/18 22:00,790,4fri,22,4fri_22,0,0,0
2/2/18 23:00,791,4fri,23,4fri_23,0,0,0
2/3/18 0:00,792,5sat,0,5sat_00,0,0,0
2/3/18 1:00,793,5sat,1,5sat_01,0,0,0.532918033
2/3/18 2:00,794,5sat,2,5sat_02,0,0,0.532918033
2/3/18 3:00,795,5sat,3,5sat_03,0,0,0.532918033
2/3/18 4:00,796,5sat,4,5sat_04,0,0,0.532918033
2/3/18 5:00,797,5sat,5,5sat_05,0,0,0.532918033
2/3/18 6:00,798,5sat,6,5sat_06,0,0,0
2/3/18 7:00,799,5sat,7,5sat_07,11.64506,11.64506,0
2/3/18 8:00,800,5sat,8,5sat_08,0.01982,0.01982,0
2/3/18 9:00,801,5sat,9,5sat_09,0,0,0
2/3/18 10:00,802,5sat,10,5sat_10,0.33154,0.33154,0
2/3/18 11:00,803,5sat,11,5sat_11,129.75494,129.75494,0
2/3/18 12:00,804,5sat,12,5sat_12,0,0,0
2/3/18 13:00,805,5sat,13,5sat_13,0.58738,0.58738,0
2/3/18 14:00,806,5sat,14,5sat_14,0,0,0
2/3/18 15:00,807,5sat,15,5sat_15,0,0,0
2/3/18 16:00,808,5sat,16,5sat_16,0,0,0
2/3/18 17:00,809,5sat,17,5sat_17,0,0,0
2/3/18 18:00,810,5sat,18,5sat_18,0,0,0
2/3/18 19:00,811,5sat,19,5sat_19,0,0,0
2/3/18 20:00,812,5sat,20,5sat_20,0,0,0
2/3/18 21:00,813,5sat,21,5sat_21,0,0,0
2/3/18 22:00,814,5sat,22,5sat_22,0,0,0
2/3/18 23:00,815,5sat,23,5sat_23,0,0,0
2/4/18 0:00,816,6sun,0,6sun_00,0,0,0
2/4/18 1:00,817,6sun,1,6sun_01,0,0,0.532918033
2/4/18 2:00,818,6sun,2,6sun_02,0,0,0.532918033
2/4/18 3:00,819,6sun,3,6sun_03,0,0,0.532918033
2/4/18 4:00,820,6sun,4,6sun_04,0,0,0.532918033
2/4/18 5:00,821,6sun,5,6sun_05,0,0,0.532918033
2/4/18 6:00,822,6sun,6,6sun_06,0,0,0
2/4/18 7:00,823,6sun,7,6sun_07,0,0,0
2/4/18 8:00,824,6sun,8,6sun_08,0.01802,0.01802,0
2/4/18 9:00,825,6sun,9,6sun_09,27.35316,27.35316,0
2/4/18 10:00,826,6sun,10,6sun_10,37.0036,37.0036,0
2/4/18 11:00,827,6sun,11,6sun_11,0.0072,0.0072,0
2/4/18 12:00,828,6sun,12,6sun_12,220.18738,220.18738,0
2/4/18 13:00,829,6sun,13,6sun_13,0.05406,0.05406,0
2/4/18 14:00,830,6sun,14,6sun_14,0,0,0
2/4/18 15:00,831,6sun,15,6sun_15,0,0,0
2/4/18 16:00,832,6sun,16,6sun_16,0,0,0
2/4/18 17:00,833,6sun,17,6sun_17,0,0,0
2/4/18 18:00,834,6sun,18,6sun_18,0,0,0
2/4/18 19:00,835,6sun,19,6sun_19,0,0,0
2/4/18 20:00,836,6sun,20,6sun_20,0,0,0
2/4/18 21:00,837,6sun,21,6sun_21,0,0,0
2/4/18 22:00,838,6sun,22,6sun_22,0,0,0
2/4/18 23:00,839,6sun,23,6sun_23,0,0,0
2/5/18 0:00,840,0mon,0,0mon_00,0,0,0
2/5/18 1:00,841,0mon,1,0mon_01,0,0,0.532918033
2/5/18 2:00,842,0mon,2,0mon_02,0,0,0.532918033
2/5/18 3:00,843,0mon,3,0mon_03,0,0,0.532918033
2/5/18 4:00,844,0mon,4,0mon_04,0,0,0.532918033
2/5/18 5:00,845,0mon,5,0mon_05,36.26664,36.26664,0.532918033
2/5/18 6:00,846,0mon,6,0mon_06,96.6288,96.6288,0
2/5/18 7:00,847,0mon,7,0mon_07,47.66666,47.66666,0
2/5/18 8:00,848,0mon,8,0mon_08,0,0,0
2/5/18 9:00,849,0mon,9,0mon_09,0.009,0.009,0
2/5/18 10:00,850,0mon,10,0mon_10,3.16578,3.16578,0
2/5/18 11:00,851,0mon,11,0mon_11,0,0,0
2/5/18 12:00,852,0mon,12,0mon_12,0.84686,0.84686,0
2/5/18 13:00,853,0mon,13,0mon_13,226.61802,226.61802,0
2/5/18 14:00,854,0mon,14,0mon_14,0,0,0
2/5/18 15:00,855,0mon,15,0mon_15,0,0,0
2/5/18 16:00,856,0mon,16,0mon_16,0,0,0
2/5/18 17:00,857,0mon,17,0mon_17,0,0,0
2/5/18 18:00,858,0mon,18,0mon_18,0,0,0
2/5/18 19:00,859,0mon,19,0mon_19,0,0,0
2/5/18 20:00,860,0mon,20,0mon_20,0,0,0
2/5/18 21:00,861,0mon,21,0mon_21,0,0,0
2/5/18 22:00,862,0mon,22,0mon_22,0,0,0
2/5/18 23:00,863,0mon,23,0mon_23,0,0,0
2/6/18 0:00,864,1tue,0,1tue_00,0,0,0
